pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
1,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",0-1,English-based,,,1,1,English-based,1
2,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",0-2,French-based,,,1,5,French-based,1
3,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",0-3,Portuguese-based,,,1,3,Portuguese-based,1
4,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",0-4,Spanish-based,,,1,4,Spanish-based,1
5,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",0-5,Arabic-based,,,1,6,Arabic-based,1
6,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",0-6,Bantu-based,,,1,7,Bantu-based,1
7,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",0-7,Dutch-based,,,1,2,Dutch-based,1
8,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",0-8,Malay-based,,,1,8,Malay-based,1
9,"{""color"": ""808080"", ""icon"": ""pie-100-808080.png""}",0-9,Other-based,,,1,9,Other-based,1
10,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",1-1,Subject-object-verb (SOV),,,2,2,Subject-object-verb (SOV),1
11,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",1-2,Subject-verb-object (SVO),,,2,1,Subject-verb-object (SVO),1
12,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",1-3,Verb-subject-object (VSO),,,2,3,Verb-subject-object (VSO),1
13,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",1-4,Verb-object-subject (VOS),,,2,4,Verb-object-subject (VOS),1
14,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",1-5,Object-verb-subject (OVS),,,2,6,Object-verb-subject (OVS),1
15,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",1-6,Object-subject-verb (OSV),,,2,5,Object-subject-verb (OSV),1
16,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",2-1,Possessor-possessum,,,3,1,Possessor-possessum,1
17,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",2-2,Possessum-possessor,,,3,2,Possessum-possessor,1
18,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",3-1,Modifying adjective precedes noun,,,4,1,Modifying adjective precedes noun,1
19,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",3-2,Modifying adjective follows noun,,,4,2,Modifying adjective follows noun,1
20,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",4-1,Postpositions,,,5,2,Postpositions,1
21,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",4-2,Prepositions,,,5,1,Prepositions,1
22,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",4-5,Circumpositions,,,5,3,Circumpositions,1
23,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",5-1,Demonstrative word precedes noun,,,6,1,Demonstrative word precedes noun,1
24,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",5-2,Demonstrative word follows noun,,,6,2,Demonstrative word follows noun,1
25,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",5-5,Demonstrative simultaneously before and after noun,,,6,3,Demonstrative before and after noun,1
26,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",6-1,Numeral precedes noun,,,7,1,Numeral precedes noun,1
27,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",6-2,Numeral follows noun,,,7,2,Numeral follows noun,1
28,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",7-1,Relative clause follows noun,,,8,1,Relative clause follows noun,1
29,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",7-2,Relative clause precedes noun,,,8,2,Relative clause precedes noun,1
30,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",7-3,Internally-headed relative clause,,,8,3,Internally-headed relative clause,1
31,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",7-4,Correlative relative clause,,,8,4,Correlative relative clause,1
32,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",7-5,Adjoined relative clause,,,8,5,Adjoined relative clause,1
33,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",8-1,Degree word precedes adjective,,,9,1,Degree word precedes adjective,1
34,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",8-2,Degree word follows adjective,,,9,2,Degree word follows adjective,1
35,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",8-3,Degree word precedes and follows adjective,,,9,3,Degree word precedes and follows adjective,1
36,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",9-1,Definite article is preposed,,,10,1,Definite article is preposed,1
37,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",9-2,Definite article is postposed,,,10,2,Definite article is postposed,1
38,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",9-3,Definite article is circumposed,,,10,3,Definite article is circumposed,1
39,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",9-4,The language has no definite article,,,10,4,The language has no definite article,1
40,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",10-1,Indefinite article is preposed,,,11,1,Indefinite article is preposed,1
41,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",10-2,Indefinite article is postposed,,,11,2,Indefinite article is postposed,1
42,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",10-4,The language has no indefinite article,,,11,3,No indefinite article,1
43,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",11-1,Verb – adverb – object,,,12,1,Verb – adverb – object,1
44,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",11-2,Adverb – verb – object,,,12,2,Adverb – verb – object,1
45,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",11-3,Verb – object – adverb,,,12,3,Verb – object – adverb,1
46,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",11-4,Object – adverb – verb,,,12,4,Object – adverb – verb,1
47,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",11-5,Adverb – object – verb,,,12,5,Adverb – object – verb,1
48,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",11-6,Object – verb – adverb,,,12,6,Object – verb – adverb,1
49,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",12-1,Interrogative phrase initial,,,13,1,Interrogative phrase initial,1
50,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",12-2,Interrogative phrase not initial,,,13,2,Interrogative phrase not initial,1
51,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",13-1,No gender distinctions,,,14,1,No gender distinctions,1
52,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",13-2,In 3rd person singular only,,,14,2,In 3rd person singular only,1
53,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",13-4,In 3rd person singular and plural only,,,14,3,In 3rd person singular and plural only,1
54,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",13-6,In 2nd person but not in 3rd person,,,14,4,In 2nd person but not in 3rd person,1
55,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",14-1,No special dual form,,,15,1,No special dual form,1
56,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",14-2,Dual form in all three persons,,,15,2,Dual form in all three persons,1
57,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",14-3,Dual form only in first person,,,15,3,Dual form only in first person,1
58,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",15-1,No inclusive/exclusive distinction,,,16,1,No inclusive/exclusive distinction,1
59,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",15-2,Inclusive and exclusive differentiated,,,16,2,Inclusive and exclusive differentiated,1
60,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",16-1,No person syncretism,,,17,1,No syncretism,1
61,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",16-2,Syncretism between 1st and 2nd person,,,17,2,1st/2nd person plural syncretism,1
62,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",16-3,Syncretism between 2nd and 3rd person,,,17,3,2nd/3rd person plural syncretism,1
63,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",17-1,No dependent person forms,,,18,1,No dependent person forms,1
64,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",17-2,Only dependent subject forms,,,18,2,Only dependent subject forms,1
65,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",17-3,Only dependent object forms,,,18,3,Only dependent object forms,1
66,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",17-4,Dependent subject and object forms,,,18,4,Dependent subject and object forms,1
67,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",18-1,No pronominal politeness distinction,,,19,1,No politeness distinction,1
68,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",18-2,Binary pronominal politeness distinction,,,19,2,Binary politeness distinction,1
69,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",18-3,Multiple pronominal politeness distinction,,,19,3,Multiple politeness distinction,1
70,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",18-5,Titles used as second person forms,,,19,4,Titles used as second person pronouns,1
71,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",19-1,All simple words,,,20,1,All simple words,1
72,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",19-2,One compound expression,,,20,2,One compound expression,1
73,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",19-3,Two compound expressions,,,20,3,Two compound expressions,1
74,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",19-4,Three compound expressions,,,20,4,Three compound expressions,1
75,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",19-5,Four compound expressions,,,20,5,Four compound expressions,1
76,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",20-1,Singular pronoun overtly conjoined with other conjunct,,,21,1,Pronoun overtly conjoined,1
77,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",20-2,Inclusory pronoun juxtaposed with subset NP,,,21,2,Inclusory pronoun juxtaposed,1
78,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",20-3,Inclusory pronoun plus marker plus subset NP,,,21,3,Inclusory pronoun plus marker,1
79,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",20-4,Inclusory pronoun plus numeral plus subset NP,,,21,4,Inclusory pronoun plus numeral,1
80,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",20-5,Singular pronoun juxtaposed with other conjunct,,,21,5,Pronoun juxtaposed,1
81,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",21-1,Interrogative-based indefinites,,,22,1,Interrogative-based indefinites,1
82,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",21-2,Generic-noun-based indefinites,,,22,2,Generic-noun-based indefinites,1
83,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",21-3,Special indefinites,,,22,4,Special indefinites,1
84,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",21-4,Existential construction,,,22,5,Existential construction,1
85,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",21-5,Old generic-noun-based indefinites continuing somebody/something,,,22,3,Old generic-noun-based indefinites,1
86,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",22-1,No plural marking,,,23,1,No plural marking,1
87,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",22-2,Variable plural marking of human nouns,,,23,2,Variable plural marking of human nouns,1
88,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",22-4,Variable plural marking of human or inanimate nouns,,,23,3,Variable plural marking of all nouns,1
89,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",22-6,Invariant plural marking,,,23,4,Invariant plural marking,1
90,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",23-1,Plural is not expressed overtly,,,24,1,Plural is not expressed overtly,1
91,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",23-2,Plural prefix,,,24,2,Plural prefix,1
92,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",23-3,Plural suffix,,,24,3,Plural suffix,1
93,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",23-4,Plural stem change,,,24,4,Plural stem change,1
94,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",23-5,Plural tone or stress change,,,24,5,Plural tone or stress change,1
95,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",23-6,Plural reduplication,,,24,6,Plural reduplication,1
96,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",23-7,Plural word preceding the noun,,,24,7,Plural word preceding the noun,1
97,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",23-8,Plural word following the noun,,,24,8,Plural word following the noun,1
98,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",24-1,Associative plural marker identical to additive plural marker,,,25,1,Associative identical to ordinary plural,1
99,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",24-2,Special associative plural marker identical to 3rd plural pronoun,,,25,2,Associative identical to 3rd plural pronoun,1
100,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",24-3,Other special associative plural marker,,,25,3,Other special associative plural marker,1
101,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",24-4,No associative plural marker,,,25,4,No associative plural marker,1
102,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",25-1,No nominal plural word,,,26,1,No nominal plural word,1
103,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",25-2,Identity,,,26,2,Identity,1
104,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",25-3,Differentiation,,,26,3,Differentiation,1
105,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",25-4,Overlap,,,26,4,Overlap,1
106,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",26-1,No reduplication,,,27,1,No reduplication,1
107,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",26-2,Only iconic functions,,,27,2,Only iconic functions,1
108,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",26-5,Attenuating function,,,27,3,Attenuating function,1
109,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",26-6,Word-class-changing function,,,27,4,Word-class changing function,1
110,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",26-8,Attenuating and word-class-changing function,,,27,5,Attenuating and word-class changing function,1
111,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",27-1,Antidual,,,28,1,Antidual,1
112,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",27-2,No antidual,,,28,2,No antidual,1
113,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",28-1,Definite article distinct from demonstratives,,,29,1,Definite article distinct from demonstratives,1
114,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",28-2,Definite article identical to a demonstrative,,,29,2,Definite article identical to a demonstrative,1
115,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",28-4,"No definite article, but indefinite article",,,29,3,"No definite article, but indefinite article",1
116,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",28-5,Neither definite nor indefinite article,,,29,4,Neither definite nor indefinite article,1
117,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",29-1,Indefinite article distinct from numeral ‘one’,,,30,1,Indefinite article distinct from ‘one’,1
118,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",29-2,Indefinite article identical to numeral ‘one’,,,30,2,Indefinite article identical to ‘one’,1
119,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",29-4,"No indefinite article, but definite article",,,30,3,"No indefinite article, but definite article",1
120,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",29-5,Neither indefinite nor definite article,,,30,4,Neither indefinite nor definite article,1
121,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",30-1,Language without definite and indefinite article,,,31,1,Language without definite/indefinite article,1
122,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",30-2,Bare singular noun phrase in languages with definite article,,,31,2,Bare singular NP (with definite article),1
123,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",30-3,Bare singular noun phrase in languages without definite article,,,31,3,Bare singular NP (without definite article),1
124,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",30-4,Singular noun phrase with definite article,,,31,4,Singular NP with definite article,1
125,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",30-5,Bare plural noun phrase in languages with definite article,,,31,5,Bare plural NP (with definite article),1
126,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",30-6,Bare plural noun phrase in languages without definite article,,,31,6,Bare plural NP (without definite article),1
127,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",30-7,Plural noun phrase with definite article,,,31,7,Plural NP with definite article,1
128,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",30-8,Singular noun phrase  with indefinite articles,,,31,8,Singular NP with indefinite article,1
129,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",30-9,Singular noun phrase with adnominal possessive,,,31,9,Singular NP with adnominal possessive,1
130,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",31-1,Co-occurrence,,,32,1,Co-occurrence,1
131,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",31-2,No co-occurrence,,,32,2,No co-occurrence,1
132,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",31-3,Demonstrative identical to definite article,,,32,3,Demonstrative identical to definite article,1
133,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",31-4,No definite article exists,,,32,4,No definite article exists,1
134,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",32-1,Same forms,,,33,1,Same forms,1
135,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",32-2,Different forms,,,33,2,Different forms,1
136,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",32-3,"Same stems, different inflectional features",,,33,3,"Same stems, different inflectional features",1
137,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",33-1,No distance contrast,,,34,1,No distance contrast,1
138,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",33-2,Two-way contrast,,,34,2,Two-way contrast,1
139,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",33-3,Three-way contrast,,,34,3,Three-way contrast,1
140,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",33-4,Four-way contrast,,,34,4,Four-way contrast,1
141,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",34-1,No special adjacent distributive numerals,,,35,2,No special adjacent distributive numerals,1
142,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",34-2,Distributivity marked by reduplication,,,35,1,Distributivity marked by reduplication,1
143,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",35-1,Ordinal numerals do not exist,,,36,1,Ordinals do not exist,1
144,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",35-2,All ordinal numerals are suppletive,,,36,7,All ordinals suppletive,1
145,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",35-3,Cardinal and ordinal numerals are identical except for ‘one’ and ‘first’,,,36,2,All ordinals identical except for 'first',1
146,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",35-4,All ordinal numerals are synchronically derived from cardinal numerals,,,36,3,All ordinals synchronically derived,1
147,"{""color"": ""800080"", ""icon"": ""pie-100-800080.png""}",35-5,"All ordinal numerals are synchronically derived from cardinal numerals, but ‘first’ may also be suppletive",,,36,4,"'First' suppl. or derived, others derived",1
148,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",35-6,"'First' is suppletive, all other numerals are synchronically derived from cardinal numerals",,,36,5,"'First' suppletive, others derived",1
149,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",35-7,"‘First’, ‘second’, or more are suppletive, the others are synchronically derived from cardinal numerals",,,36,6,"'First' etc. suppletive, others derived",1
150,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",35-8,Other solutions,,,36,8,Other solutions,1
151,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",36-1,The language has no numeral classifiers,,,37,1,The language has no numeral classifiers,1
152,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",36-2,The language has numeral classifiers,,,37,2,The language has numeral classifiers,1
153,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",37-1,Preceding word,,,38,1,Preceding word,1
154,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",37-2,Following word,,,38,2,Following word,1
155,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",37-3,Prefix,,,38,5,Prefix,1
156,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",37-4,Suffix,,,38,6,Suffix,1
157,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",37-5,Adpositional phrase preceding the possessum,,,38,3,Adpositional phrase preceding the possessum,1
158,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",37-6,Adpositional phrase following the possessum,,,38,4,Adpositional phrase following the possessum,1
159,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",38-1,Person-indexing on possessum,,,39,3,Person-indexing on possessum,1
160,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",38-2,Adpositional or case marking of possessor,,,39,1,Adpositional or case marking of possessor,1
161,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",38-4,No marking,,,39,2,No marking,1
162,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",39-1,Identical to dependent pronominal possessor,,,40,1,Identical to dependent pronominal possessor,1
163,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",39-2,Special preposition plus pronoun,,,40,2,Special preposition plus pronoun,1
164,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",39-3,Special word plus dependent pronominal possessor,,,40,3,Special word plus dependent possessor,1
165,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",39-4,Special pronoun form,,,40,4,Special pronoun form,1
166,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",40-1,No adjective agrees with the noun,,,41,1,No adjective agrees with the noun,1
167,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",40-2,Only few adjectives agree with the noun,,,41,2,Only few adjectives agree with the noun,1
168,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",40-3,Many adjectives agree with the noun,,,41,3,Many adjectives agree with the noun,1
169,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",40-4,All adjectives agree with the noun,,,41,4,All adjectives agree with the noun,1
170,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",41-1,Adjective is marked,,,42,1,Adjective is marked,1
171,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",41-2,Adjective is not marked,,,42,2,Adjective is not marked,1
172,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",42-1,Secondary surpass marking,,,43,2,Secondary surpass marking,1
173,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",42-2,Particle marking,,,43,4,Particle marking,1
174,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",42-3,Locational marking,,,43,3,Locational marking,1
175,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",42-4,Conjoined marking,,,43,7,Conjoined marking,1
176,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",42-5,Standard is not overtly marked,,,43,6,Standard is not overtly marked,1
177,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",42-7,Primary surpass marking,,,43,1,Primary surpass marking,1
178,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",42-8,Locational plus particle marking,,,43,5,Locational plus particle marking,1
179,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",43-1,Immediately preceding the verb,,,44,1,Immediately preceding the verb,1
180,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",43-2,Immediately following the verb,,,44,2,Immediately following the verb,1
181,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",43-3,In a leftward position,,,44,3,In a leftward position,1
182,"{""color"": ""ADD8E6"", ""icon"": ""pie-100-ADD8E6.png""}",43-4,In a rightward position,,,44,4,In a rightward position,1
183,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",43-5,No TAM markers,,,44,5,No TAM markers,1
184,"{""color"": ""0000FF"", ""icon"": ""pie-100-0000FF.png""}",44-1,Tense-Mood-Aspect,,,45,1,Tense-Mood-Aspect,1
185,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",44-2,Tense-Aspect-Mood,,,45,2,Tense-Aspect-Mood,1
186,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",44-4,Mood-Tense-Aspect,,,45,3,Mood-Tense-Aspect,1
187,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",44-8,The feature does not apply,,,45,4,The feature does not apply,1
188,"{""color"": ""000000"", ""icon"": ""pie-100-000000.png""}",45-1,Affix,,,46,1,Affix,1
189,"{""color"": ""964B00"", ""icon"": ""pie-100-964B00.png""}",45-2,"Particle, nothing can intervene",,,46,2,"Particle, nothing can intervene",1
190,"{""color"": ""FF0000"", ""icon"": ""pie-100-FF0000.png""}",45-3,"Particle, only grammatical markers can intervene",,,46,3,"Particle, grammatical markers can intervene",1
191,"{""color"": ""FF7F00"", ""icon"": ""pie-100-FF7F00.png""}",45-4,"Particle, a few lexical items may intervene",,,46,4,"Particle, a few lexical items may intervene",1
192,"{""color"": ""FFFF00"", ""icon"": ""pie-100-FFFF00.png""}",45-5,"Particle, open-class items may intervene",,,46,5,"Particle, open-class items may intervene",1
